f(x), ybar, y,TP,FP,TN,FN,cumTP,cumFP,cumTN,cumFN,P,R,
35.6563027812,1,1,TRUE,0,0,0,52,0,0,0,1,0.0012374471,
35.6459207505,1,1,TRUE,0,0,0,53,0,0,0,1,0.0012612441,
35.5511793253,1,1,TRUE,0,0,0,54,0,0,0,1,0.0012850412,
35.5109646007,1,1,TRUE,0,0,0,55,0,0,0,1,0.0013088382,
35.4837669721,1,1,TRUE,0,0,0,56,0,0,0,1,0.0013326353,
35.4297509919,1,1,TRUE,0,0,0,57,0,0,0,1,0.0013564323,
34.9724109197,1,1,TRUE,0,0,0,58,0,0,0,1,0.0013802294,
34.9086119197,1,1,TRUE,0,0,0,59,0,0,0,1,0.0014040265,
34.9056184385,1,1,TRUE,0,0,0,60,0,0,0,1,0.0014278235,
34.8373886025,1,1,TRUE,0,0,0,61,0,0,0,1,0.0014516206,
34.7563931393,1,1,TRUE,0,0,0,62,0,0,0,1,0.0014754176,
34.6550705566,1,1,TRUE,0,0,0,63,0,0,0,1,0.0014992147,
34.6445211057,1,1,TRUE,0,0,0,64,0,0,0,1,0.0015230118,
34.5364525275,1,1,TRUE,0,0,0,65,0,0,0,1,0.0015468088,
34.5364525275,1,1,TRUE,0,0,0,66,0,0,0,1,0.0015706059,
34.3820226652,1,1,TRUE,0,0,0,67,0,0,0,1,0.0015944029,
34.3634621505,1,1,TRUE,0,0,0,68,0,0,0,1,0.0016182,
33.9536785468,1,1,TRUE,0,0,0,69,0,0,0,1,0.001641997,
33.7626524113,1,1,TRUE,0,0,0,70,0,0,0,1,0.0016657941,
33.7144152233,1,1,TRUE,0,0,0,71,0,0,0,1,0.0016895912,
33.1677080203,1,1,TRUE,0,0,0,72,0,0,0,1,0.0017133882,
33.0010250421,1,1,TRUE,0,0,0,73,0,0,0,1,0.0017371853,
32.8905312285,1,1,TRUE,0,0,0,74,0,0,0,1,0.0017609823,
32.8525120993,1,1,TRUE,0,0,0,75,0,0,0,1,0.0017847794,
32.8054122492,1,1,TRUE,0,0,0,76,0,0,0,1,0.0018085765,
32.4483118347,1,1,TRUE,0,0,0,77,0,0,0,1,0.0018323735,
32.3610790608,1,1,TRUE,0,0,0,78,0,0,0,1,0.0018561706,
32.3162470938,1,1,TRUE,0,0,0,79,0,0,0,1,0.0018799676,
32.3002805882,1,1,TRUE,0,0,0,80,0,0,0,1,0.0019037647,
32.2184595723,1,1,TRUE,0,0,0,81,0,0,0,1,0.0019275618,
32.1887979783,1,1,TRUE,0,0,0,82,0,0,0,1,0.0019513588,
32.1101680724,1,1,TRUE,0,0,0,83,0,0,0,1,0.0019751559,
31.9882775824,1,1,TRUE,0,0,0,84,0,0,0,1,0.0019989529,
31.970602726,1,1,TRUE,0,0,0,85,0,0,0,1,0.00202275,
31.6957815162,1,1,TRUE,0,0,0,86,0,0,0,1,0.002046547,
31.6063304271,1,1,TRUE,0,0,0,87,0,0,0,1,0.0020703441,
31.4278706224,1,1,TRUE,0,0,0,88,0,0,0,1,0.0020941412,
31.3700384336,1,1,TRUE,0,0,0,89,0,0,0,1,0.0021179382,
31.354852954,1,1,TRUE,0,0,0,90,0,0,0,1,0.0021417353,
31.1606587799,1,1,TRUE,0,0,0,91,0,0,0,1,0.0021655323,
31.1554508929,1,1,TRUE,0,0,0,92,0,0,0,1,0.0021893294,
31.1312513245,1,1,TRUE,0,0,0,93,0,0,0,1,0.0022131265,
31.1097454242,1,1,TRUE,0,0,0,94,0,0,0,1,0.0022369235,
31.0571395137,1,1,TRUE,0,0,0,95,0,0,0,1,0.0022607206,
31.0305197481,1,1,TRUE,0,0,0,96,0,0,0,1,0.0022845176,
30.9604052647,1,1,TRUE,0,0,0,97,0,0,0,1,0.0023083147,
30.9337809815,1,1,TRUE,0,0,0,98,0,0,0,1,0.0023321118,
30.8278990156,1,1,TRUE,0,0,0,99,0,0,0,1,0.0023559088,
30.8193039198,1,1,TRUE,0,0,0,100,0,0,0,1,0.0023797059,
30.6007414654,1,1,TRUE,0,0,0,101,0,0,0,1,0.0024035029,
30.5719862164,1,1,TRUE,0,0,0,102,0,0,0,1,0.0024273,
30.5203539473,1,1,TRUE,0,0,0,103,0,0,0,1,0.002451097,
30.5203539473,1,1,TRUE,0,0,0,104,0,0,0,1,0.0024748941,
30.5185108959,1,1,TRUE,0,0,0,105,0,0,0,1,0.0024986912,
30.2813946279,1,1,TRUE,0,0,0,106,0,0,0,1,0.0025224882,
30.2610409523,1,1,TRUE,0,0,0,107,0,0,0,1,0.0025462853,
30.1602892354,1,1,TRUE,0,0,0,108,0,0,0,1,0.0025700823,
30.0905939664,1,1,TRUE,0,0,0,109,0,0,0,1,0.0025938794,
30.0771852837,1,1,TRUE,0,0,0,110,0,0,0,1,0.0026176765,
30.0591404573,1,1,TRUE,0,0,0,111,0,0,0,1,0.0026414735,
29.9187738059,1,1,TRUE,0,0,0,112,0,0,0,1,0.0026652706,
29.8925610529,1,1,TRUE,0,0,0,113,0,0,0,1,0.0026890676,
29.8538054727,1,1,TRUE,0,0,0,114,0,0,0,1,0.0027128647,
29.7967428622,1,1,TRUE,0,0,0,115,0,0,0,1,0.0027366617,
29.7915693942,1,1,TRUE,0,0,0,116,0,0,0,1,0.0027604588,
29.7557233945,1,1,TRUE,0,0,0,117,0,0,0,1,0.0027842559,
29.7049622571,1,1,TRUE,0,0,0,118,0,0,0,1,0.0028080529,
29.6903320025,1,1,TRUE,0,0,0,119,0,0,0,1,0.00283185,
29.6497747036,1,1,TRUE,0,0,0,120,0,0,0,1,0.002855647,
29.5979674202,1,1,TRUE,0,0,0,121,0,0,0,1,0.0028794441,
29.5383997127,1,1,TRUE,0,0,0,122,0,0,0,1,0.0029032412,
29.4523919094,1,1,TRUE,0,0,0,123,0,0,0,1,0.0029270382,
29.3060585519,1,1,TRUE,0,0,0,124,0,0,0,1,0.0029508353,
29.2853496455,1,1,TRUE,0,0,0,125,0,0,0,1,0.0029746323,
29.279038142,1,1,TRUE,0,0,0,126,0,0,0,1,0.0029984294,
29.1570143117,1,1,TRUE,0,0,0,127,0,0,0,1,0.0030222265,
29.1524173804,1,1,TRUE,0,0,0,128,0,0,0,1,0.0030460235,
29.13537534,1,1,TRUE,0,0,0,129,0,0,0,1,0.0030698206,
29.0153196082,1,1,TRUE,0,0,0,130,0,0,0,1,0.0030936176,
29.0059694832,1,1,TRUE,0,0,0,131,0,0,0,1,0.0031174147,
28.9464043013,1,1,TRUE,0,0,0,132,0,0,0,1,0.0031412117,
28.8677108842,1,1,TRUE,0,0,0,133,0,0,0,1,0.0031650088,
28.8440265275,1,1,TRUE,0,0,0,134,0,0,0,1,0.0031888059,
28.7779969722,1,1,TRUE,0,0,0,135,0,0,0,1,0.0032126029,
28.7679090638,1,1,TRUE,0,0,0,136,0,0,0,1,0.0032364,
28.7121246003,1,1,TRUE,0,0,0,137,0,0,0,1,0.003260197,
28.6810558038,1,1,TRUE,0,0,0,138,0,0,0,1,0.0032839941,
28.6701796361,1,1,TRUE,0,0,0,139,0,0,0,1,0.0033077912,
28.6175096798,1,1,TRUE,0,0,0,140,0,0,0,1,0.0033315882,
28.5944729609,1,1,TRUE,0,0,0,141,0,0,0,1,0.0033553853,
28.4889809062,1,1,TRUE,0,0,0,142,0,0,0,1,0.0033791823,
28.4764532544,1,1,TRUE,0,0,0,143,0,0,0,1,0.0034029794,
28.4595424488,1,1,TRUE,0,0,0,144,0,0,0,1,0.0034267765,
28.4476655387,1,1,TRUE,0,0,0,145,0,0,0,1,0.0034505735,
28.3750319196,1,1,TRUE,0,0,0,146,0,0,0,1,0.0034743706,
28.3360925676,1,1,TRUE,0,0,0,147,0,0,0,1,0.0034981676,
28.3360925676,1,1,TRUE,0,0,0,148,0,0,0,1,0.0035219647,
28.281091206,1,1,TRUE,0,0,0,149,0,0,0,1,0.0035457617,
28.281091206,1,1,TRUE,0,0,0,150,0,0,0,1,0.0035695588,
28.2805097145,1,1,TRUE,0,0,0,151,0,0,0,1,0.0035933559,
28.2090654321,1,1,TRUE,0,0,0,152,0,0,0,1,0.0036171529,
28.1532607003,1,1,TRUE,0,0,0,153,0,0,0,1,0.00364095,
28.1462473689,1,1,TRUE,0,0,0,154,0,0,0,1,0.003664747,
28.1314123682,1,1,TRUE,0,0,0,155,0,0,0,1,0.0036885441,
28.0414580311,1,1,TRUE,0,0,0,156,0,0,0,1,0.0037123412,
27.9968331576,1,1,TRUE,0,0,0,157,0,0,0,1,0.0037361382,
27.9860961022,1,1,TRUE,0,0,0,158,0,0,0,1,0.0037599353,
27.9278610462,1,1,TRUE,0,0,0,159,0,0,0,1,0.0037837323,
27.9254980431,1,1,TRUE,0,0,0,160,0,0,0,1,0.0038075294,
27.9250394276,1,1,TRUE,0,0,0,161,0,0,0,1,0.0038313264,
27.9208524888,1,1,TRUE,0,0,0,162,0,0,0,1,0.0038551235,
27.9091089515,1,1,TRUE,0,0,0,163,0,0,0,1,0.0038789206,
27.8909874176,1,1,TRUE,0,0,0,164,0,0,0,1,0.0039027176,
27.88065266,1,1,TRUE,0,0,0,165,0,0,0,1,0.0039265147,
27.8519675158,1,1,TRUE,0,0,0,166,0,0,0,1,0.0039503117,
27.8519675158,1,1,TRUE,0,0,0,167,0,0,0,1,0.0039741088,
27.8300555215,1,1,TRUE,0,0,0,168,0,0,0,1,0.0039979059,
27.810889587,1,1,TRUE,0,0,0,169,0,0,0,1,0.0040217029,
27.8073055745,1,1,TRUE,0,0,0,170,0,0,0,1,0.0040455,
27.7630789141,1,1,TRUE,0,0,0,171,0,0,0,1,0.004069297,
27.6443426761,1,1,TRUE,0,0,0,172,0,0,0,1,0.0040930941,
27.643565558,1,1,TRUE,0,0,0,173,0,0,0,1,0.0041168912,
27.6231624593,1,1,TRUE,0,0,0,174,0,0,0,1,0.0041406882,
27.6215414258,1,1,TRUE,0,0,0,175,0,0,0,1,0.0041644853,
27.589958194,1,1,TRUE,0,0,0,176,0,0,0,1,0.0041882823,
27.5639860789,1,1,TRUE,0,0,0,177,0,0,0,1,0.0042120794,
27.4775297194,1,1,TRUE,0,0,0,178,0,0,0,1,0.0042358764,
27.4639712377,1,1,TRUE,0,0,0,179,0,0,0,1,0.0042596735,
27.3915252106,1,1,TRUE,0,0,0,180,0,0,0,1,0.0042834706,
27.3788412484,1,1,TRUE,0,0,0,181,0,0,0,1,0.0043072676,
27.3788412484,1,1,TRUE,0,0,0,182,0,0,0,1,0.0043310647,
27.3336133303,1,1,TRUE,0,0,0,183,0,0,0,1,0.0043548617,
27.2895823288,1,1,TRUE,0,0,0,184,0,0,0,1,0.0043786588,
27.1860722881,1,1,TRUE,0,0,0,185,0,0,0,1,0.0044024559,
27.1764144847,1,1,TRUE,0,0,0,186,0,0,0,1,0.0044262529,
27.1764144847,1,1,TRUE,0,0,0,187,0,0,0,1,0.00445005,
27.1411817328,1,1,TRUE,0,0,0,188,0,0,0,1,0.004473847,
27.1288865306,1,1,TRUE,0,0,0,189,0,0,0,1,0.0044976441,
27.0318150004,1,1,TRUE,0,0,0,190,0,0,0,1,0.0045214411,
26.943211362,1,1,TRUE,0,0,0,191,0,0,0,1,0.0045452382,
26.9359524893,1,1,TRUE,0,0,0,192,0,0,0,1,0.0045690353,
26.9039920338,1,1,TRUE,0,0,0,193,0,0,0,1,0.0045928323,
26.8690983958,1,1,TRUE,0,0,0,194,0,0,0,1,0.0046166294,
26.8177678638,1,1,TRUE,0,0,0,195,0,0,0,1,0.0046404264,
26.8125658185,1,1,TRUE,0,0,0,196,0,0,0,1,0.0046642235,
26.7891387586,1,1,TRUE,0,0,0,197,0,0,0,1,0.0046880206,
26.7763955258,1,1,TRUE,0,0,0,198,0,0,0,1,0.0047118176,
26.7273230785,1,1,TRUE,0,0,0,199,0,0,0,1,0.0047356147,
26.7100502709,1,1,TRUE,0,0,0,200,0,0,0,1,0.0047594117,
26.6928714149,1,1,TRUE,0,0,0,201,0,0,0,1,0.0047832088,
26.6759339219,1,1,TRUE,0,0,0,202,0,0,0,1,0.0048070059,
26.6486854641,1,1,TRUE,0,0,0,203,0,0,0,1,0.0048308029,
26.6377957539,1,1,TRUE,0,0,0,204,0,0,0,1,0.0048546,
26.6263770428,1,1,TRUE,0,0,0,205,0,0,0,1,0.004878397,
26.6026247196,1,1,TRUE,0,0,0,206,0,0,0,1,0.0049021941,
26.5970297589,1,1,TRUE,0,0,0,207,0,0,0,1,0.0049259911,
26.5886961413,1,1,TRUE,0,0,0,208,0,0,0,1,0.0049497882,
26.5387350069,1,1,TRUE,0,0,0,209,0,0,0,1,0.0049735853,
26.5199368807,1,1,TRUE,0,0,0,210,0,0,0,1,0.0049973823,
26.475644463,1,1,TRUE,0,0,0,211,0,0,0,1,0.0050211794,
26.4687000612,1,1,TRUE,0,0,0,212,0,0,0,1,0.0050449764,
26.4554002946,1,1,TRUE,0,0,0,213,0,0,0,1,0.0050687735,
26.4330679021,1,1,TRUE,0,0,0,214,0,0,0,1,0.0050925706,
26.4245767093,1,1,TRUE,0,0,0,215,0,0,0,1,0.0051163676,
26.4172695089,1,1,TRUE,0,0,0,216,0,0,0,1,0.0051401647,
26.3941287545,1,1,TRUE,0,0,0,217,0,0,0,1,0.0051639617,
26.3318054141,1,1,TRUE,0,0,0,218,0,0,0,1,0.0051877588,
26.2929699325,1,1,TRUE,0,0,0,219,0,0,0,1,0.0052115559,
26.2900680192,1,1,TRUE,0,0,0,220,0,0,0,1,0.0052353529,
26.2389231985,1,1,TRUE,0,0,0,221,0,0,0,1,0.00525915,
26.2306258189,1,1,TRUE,0,0,0,222,0,0,0,1,0.005282947,
26.2091398445,1,1,TRUE,0,0,0,223,0,0,0,1,0.0053067441,
26.2036016448,1,1,TRUE,0,0,0,224,0,0,0,1,0.0053305411,
26.1950357301,1,1,TRUE,0,0,0,225,0,0,0,1,0.0053543382,
26.1825406734,1,1,TRUE,0,0,0,226,0,0,0,1,0.0053781353,
26.1644140391,1,1,TRUE,0,0,0,227,0,0,0,1,0.0054019323,
26.1566040419,1,1,TRUE,0,0,0,228,0,0,0,1,0.0054257294,
25.9992495563,1,1,TRUE,0,0,0,229,0,0,0,1,0.0054495264,
25.9957230931,1,1,TRUE,0,0,0,230,0,0,0,1,0.0054733235,
25.9553954398,1,1,TRUE,0,0,0,231,0,0,0,1,0.0054971206,
25.9367065435,1,1,TRUE,0,0,0,232,0,0,0,1,0.0055209176,
25.9347105429,1,1,TRUE,0,0,0,233,0,0,0,1,0.0055447147,
25.9208119175,1,1,TRUE,0,0,0,234,0,0,0,1,0.0055685117,
25.9075293935,1,1,TRUE,0,0,0,235,0,0,0,1,0.0055923088,
25.7636280964,1,1,TRUE,0,0,0,236,0,0,0,1,0.0056161058,
25.7200008661,1,1,TRUE,0,0,0,237,0,0,0,1,0.0056399029,
25.6923848359,1,1,TRUE,0,0,0,238,0,0,0,1,0.0056637,
25.6729006817,1,1,TRUE,0,0,0,239,0,0,0,1,0.005687497,
25.6667322789,1,1,TRUE,0,0,0,240,0,0,0,1,0.0057112941,
25.6661040216,1,1,TRUE,0,0,0,241,0,0,0,1,0.0057350911,
25.6661040216,1,1,TRUE,0,0,0,242,0,0,0,1,0.0057588882,
25.6641829064,1,1,TRUE,0,0,0,243,0,0,0,1,0.0057826853,
25.6525905399,1,1,TRUE,0,0,0,244,0,0,0,1,0.0058064823,
25.6163884551,1,1,TRUE,0,0,0,245,0,0,0,1,0.0058302794,
25.6134102138,1,1,TRUE,0,0,0,246,0,0,0,1,0.0058540764,
25.6094755443,1,1,TRUE,0,0,0,247,0,0,0,1,0.0058778735,
25.6038335386,1,1,TRUE,0,0,0,248,0,0,0,1,0.0059016706,
25.5373162591,1,1,TRUE,0,0,0,249,0,0,0,1,0.0059254676,
25.5373162591,1,1,TRUE,0,0,0,250,0,0,0,1,0.0059492647,
25.5349387688,1,1,TRUE,0,0,0,251,0,0,0,1,0.0059730617,
25.498558623,1,1,TRUE,0,0,0,252,0,0,0,1,0.0059968588,
25.4847299222,1,1,TRUE,0,0,0,253,0,0,0,1,0.0060206558,
25.4847299222,1,1,TRUE,0,0,0,254,0,0,0,1,0.0060444529,
25.4782449498,1,1,TRUE,0,0,0,255,0,0,0,1,0.00606825,
25.4333073372,1,1,TRUE,0,0,0,256,0,0,0,1,0.006092047,
25.4280349077,1,1,TRUE,0,0,0,257,0,0,0,1,0.0061158441,
25.3247154155,1,1,TRUE,0,0,0,258,0,0,0,1,0.0061396411,
25.3170210189,1,1,TRUE,0,0,0,259,0,0,0,1,0.0061634382,
25.3041915378,1,1,TRUE,0,0,0,260,0,0,0,1,0.0061872353,
25.3017336494,1,1,TRUE,0,0,0,261,0,0,0,1,0.0062110323,
25.2889912901,1,1,TRUE,0,0,0,262,0,0,0,1,0.0062348294,
25.1782726222,1,1,TRUE,0,0,0,263,0,0,0,1,0.0062586264,
25.0685685296,1,1,TRUE,0,0,0,264,0,0,0,1,0.0062824235,
25.0559463159,1,1,TRUE,0,0,0,265,0,0,0,1,0.0063062206,
25.027255129,1,1,TRUE,0,0,0,266,0,0,0,1,0.0063300176,
24.9892333561,1,1,TRUE,0,0,0,267,0,0,0,1,0.0063538147,
24.9718320368,1,1,TRUE,0,0,0,268,0,0,0,1,0.0063776117,
24.9315801154,1,1,TRUE,0,0,0,269,0,0,0,1,0.0064014088,
24.8621685529,1,1,TRUE,0,0,0,270,0,0,0,1,0.0064252058,
24.8599063345,1,1,TRUE,0,0,0,271,0,0,0,1,0.0064490029,
24.8368608656,1,1,TRUE,0,0,0,272,0,0,0,1,0.0064728,
24.8025755959,1,1,TRUE,0,0,0,273,0,0,0,1,0.006496597,
24.7809847852,1,1,TRUE,0,0,0,274,0,0,0,1,0.0065203941,
24.7809847852,1,1,TRUE,0,0,0,275,0,0,0,1,0.0065441911,
24.7586062661,1,0,FALSE,1,0,0,275,1,0,0,0.9963768116,0.0065441911,
24.7577134941,1,1,TRUE,0,0,0,276,1,0,0,0.9963898917,0.0065679882,
24.7475850796,1,1,TRUE,0,0,0,277,1,0,0,0.9964028777,0.0065917853,
24.7467418041,1,1,TRUE,0,0,0,278,1,0,0,0.9964157706,0.0066155823,
24.6900199309,1,1,TRUE,0,0,0,279,1,0,0,0.9964285714,0.0066393794,
24.6889536934,1,1,TRUE,0,0,0,280,1,0,0,0.9964412811,0.0066631764,
24.6888717333,1,1,TRUE,0,0,0,281,1,0,0,0.9964539007,0.0066869735,
24.6599716647,1,1,TRUE,0,0,0,282,1,0,0,0.9964664311,0.0067107705,
24.6492037453,1,1,TRUE,0,0,0,283,1,0,0,0.9964788732,0.0067345676,
24.5898947454,1,1,TRUE,0,0,0,284,1,0,0,0.9964912281,0.0067583647,
24.5548977664,1,1,TRUE,0,0,0,285,1,0,0,0.9965034965,0.0067821617,
24.5203194096,1,1,TRUE,0,0,0,286,1,0,0,0.9965156794,0.0068059588,
24.5014814238,1,1,TRUE,0,0,0,287,1,0,0,0.9965277778,0.0068297558,
24.4992266737,1,1,TRUE,0,0,0,288,1,0,0,0.9965397924,0.0068535529,
24.493055651,1,1,TRUE,0,0,0,289,1,0,0,0.9965517241,0.00687735,
24.4867730901,1,1,TRUE,0,0,0,290,1,0,0,0.9965635739,0.006901147,
24.4744792393,1,1,TRUE,0,0,0,291,1,0,0,0.9965753425,0.0069249441,
24.4558358931,1,1,TRUE,0,0,0,292,1,0,0,0.9965870307,0.0069487411,
24.4520979158,1,1,TRUE,0,0,0,293,1,0,0,0.9965986395,0.0069725382,
24.4003355841,1,1,TRUE,0,0,0,294,1,0,0,0.9966101695,0.0069963353,
24.3978557335,1,1,TRUE,0,0,0,295,1,0,0,0.9966216216,0.0070201323,
24.3765510944,1,1,TRUE,0,0,0,296,1,0,0,0.9966329966,0.0070439294,
24.3760350667,1,1,TRUE,0,0,0,297,1,0,0,0.9966442953,0.0070677264,
24.3360148197,1,1,TRUE,0,0,0,298,1,0,0,0.9966555184,0.0070915235,
24.3014883473,1,1,TRUE,0,0,0,299,1,0,0,0.9966666667,0.0071153205,
24.2922371933,1,1,TRUE,0,0,0,300,1,0,0,0.9966777409,0.0071391176,
24.2804752632,1,1,TRUE,0,0,0,301,1,0,0,0.9966887417,0.0071629147,
24.2751140801,1,1,TRUE,0,0,0,302,1,0,0,0.99669967,0.0071867117,
24.1839111373,1,1,TRUE,0,0,0,303,1,0,0,0.9967105263,0.0072105088,
24.1643256476,1,1,TRUE,0,0,0,304,1,0,0,0.9967213115,0.0072343058,
24.1156895979,1,1,TRUE,0,0,0,305,1,0,0,0.9967320261,0.0072581029,
24.1084984461,1,1,TRUE,0,0,0,306,1,0,0,0.996742671,0.0072819,
24.092471946,1,1,TRUE,0,0,0,307,1,0,0,0.9967532468,0.007305697,
24.0698835018,1,1,TRUE,0,0,0,308,1,0,0,0.996763754,0.0073294941,
24.052839865,1,1,TRUE,0,0,0,309,1,0,0,0.9967741935,0.0073532911,
24.0459556278,1,1,TRUE,0,0,0,310,1,0,0,0.9967845659,0.0073770882,
24.0392481577,1,1,TRUE,0,0,0,311,1,0,0,0.9967948718,0.0074008853,
24.0003017101,1,1,TRUE,0,0,0,312,1,0,0,0.9968051118,0.0074246823,
23.9988450258,1,1,TRUE,0,0,0,313,1,0,0,0.9968152866,0.0074484794,
23.9432902295,1,1,TRUE,0,0,0,314,1,0,0,0.9968253968,0.0074722764,
23.9423230296,1,1,TRUE,0,0,0,315,1,0,0,0.996835443,0.0074960735,
23.9408789381,1,1,TRUE,0,0,0,316,1,0,0,0.9968454259,0.0075198705,
23.915567925,1,1,TRUE,0,0,0,317,1,0,0,0.9968553459,0.0075436676,
23.8248054943,1,1,TRUE,0,0,0,318,1,0,0,0.9968652038,0.0075674647,
23.8107633069,1,1,TRUE,0,0,0,319,1,0,0,0.996875,0.0075912617,
23.8013805359,1,1,TRUE,0,0,0,320,1,0,0,0.9968847352,0.0076150588,
23.7734460859,1,1,TRUE,0,0,0,321,1,0,0,0.9968944099,0.0076388558,
23.7566425778,1,1,TRUE,0,0,0,322,1,0,0,0.9969040248,0.0076626529,
23.7229553754,1,1,TRUE,0,0,0,323,1,0,0,0.9969135802,0.00768645,
23.7036625485,1,1,TRUE,0,0,0,324,1,0,0,0.9969230769,0.007710247,
23.6356166194,1,1,TRUE,0,0,0,325,1,0,0,0.9969325153,0.0077340441,
23.5944907626,1,1,TRUE,0,0,0,326,1,0,0,0.996941896,0.0077578411,
23.5781190491,1,1,TRUE,0,0,0,327,1,0,0,0.9969512195,0.0077816382,
23.5348167943,1,1,TRUE,0,0,0,328,1,0,0,0.9969604863,0.0078054352,
23.5171456497,1,0,FALSE,1,0,0,328,2,0,0,0.9939393939,0.0078054352,
23.4445358058,1,1,TRUE,0,0,0,329,2,0,0,0.9939577039,0.0078292323,
23.4186503905,1,1,TRUE,0,0,0,330,2,0,0,0.9939759036,0.0078530294,
23.416508589,1,1,TRUE,0,0,0,331,2,0,0,0.993993994,0.0078768264,
23.4161379467,1,1,TRUE,0,0,0,332,2,0,0,0.994011976,0.0079006235,
23.4150023786,1,1,TRUE,0,0,0,333,2,0,0,0.9940298507,0.0079244205,
23.3974933434,1,1,TRUE,0,0,0,334,2,0,0,0.994047619,0.0079482176,
23.3882460545,1,1,TRUE,0,0,0,335,2,0,0,0.9940652819,0.0079720147,
23.387842639,1,1,TRUE,0,0,0,336,2,0,0,0.9940828402,0.0079958117,
23.3809448993,1,1,TRUE,0,0,0,337,2,0,0,0.994100295,0.0080196088,
23.3727073498,1,1,TRUE,0,0,0,338,2,0,0,0.9941176471,0.0080434058,
