f(x), ybar, y,TP,FP,TN,FN,cumTP,cumFP,cumTN,cumFN,P,R,
32.6493808003,1,1,TRUE,0,0,0,35,0,0,0,1,0.0008328971,
32.5953713134,1,1,TRUE,0,0,0,36,0,0,0,1,0.0008566941,
32.5036984516,1,1,TRUE,0,0,0,37,0,0,0,1,0.0008804912,
32.2916835139,1,1,TRUE,0,0,0,38,0,0,0,1,0.0009042882,
32.0627191476,1,1,TRUE,0,0,0,39,0,0,0,1,0.0009280853,
31.9285718582,1,1,TRUE,0,0,0,40,0,0,0,1,0.0009518823,
31.8178348956,1,1,TRUE,0,0,0,41,0,0,0,1,0.0009756794,
31.685590411,1,1,TRUE,0,0,0,42,0,0,0,1,0.0009994765,
31.6211423504,1,1,TRUE,0,0,0,43,0,0,0,1,0.0010232735,
31.4020585022,1,1,TRUE,0,0,0,44,0,0,0,1,0.0010470706,
31.3379184559,1,1,TRUE,0,0,0,45,0,0,0,1,0.0010708676,
31.3212334368,1,1,TRUE,0,0,0,46,0,0,0,1,0.0010946647,
31.3041557532,1,1,TRUE,0,0,0,47,0,0,0,1,0.0011184618,
31.2714075743,1,1,TRUE,0,0,0,48,0,0,0,1,0.0011422588,
31.0803436799,1,1,TRUE,0,0,0,49,0,0,0,1,0.0011660559,
30.949250461,1,1,TRUE,0,0,0,50,0,0,0,1,0.0011898529,
30.8552248808,1,1,TRUE,0,0,0,51,0,0,0,1,0.00121365,
30.8491153277,1,1,TRUE,0,0,0,52,0,0,0,1,0.0012374471,
30.8389755374,1,1,TRUE,0,0,0,53,0,0,0,1,0.0012612441,
30.6593373962,1,1,TRUE,0,0,0,54,0,0,0,1,0.0012850412,
30.511707156,1,1,TRUE,0,0,0,55,0,0,0,1,0.0013088382,
30.4273527599,1,1,TRUE,0,0,0,56,0,0,0,1,0.0013326353,
30.3443640621,1,1,TRUE,0,0,0,57,0,0,0,1,0.0013564323,
30.0273652151,1,1,TRUE,0,0,0,58,0,0,0,1,0.0013802294,
30.0153789165,1,1,TRUE,0,0,0,59,0,0,0,1,0.0014040265,
29.9136260445,1,1,TRUE,0,0,0,60,0,0,0,1,0.0014278235,
29.8066887765,1,1,TRUE,0,0,0,61,0,0,0,1,0.0014516206,
29.7285408986,1,1,TRUE,0,0,0,62,0,0,0,1,0.0014754176,
29.6981052557,1,1,TRUE,0,0,0,63,0,0,0,1,0.0014992147,
29.6888954361,1,1,TRUE,0,0,0,64,0,0,0,1,0.0015230118,
29.6442987088,1,1,TRUE,0,0,0,65,0,0,0,1,0.0015468088,
29.4339109847,1,1,TRUE,0,0,0,66,0,0,0,1,0.0015706059,
29.3107040667,1,1,TRUE,0,0,0,67,0,0,0,1,0.0015944029,
29.2294405378,1,1,TRUE,0,0,0,68,0,0,0,1,0.0016182,
29.1767445657,1,1,TRUE,0,0,0,69,0,0,0,1,0.001641997,
29.098458472,1,1,TRUE,0,0,0,70,0,0,0,1,0.0016657941,
29.03507272,1,1,TRUE,0,0,0,71,0,0,0,1,0.0016895912,
29.0330895324,1,1,TRUE,0,0,0,72,0,0,0,1,0.0017133882,
29.0006226848,1,1,TRUE,0,0,0,73,0,0,0,1,0.0017371853,
28.7495031715,1,1,TRUE,0,0,0,74,0,0,0,1,0.0017609823,
28.7128974665,1,1,TRUE,0,0,0,75,0,0,0,1,0.0017847794,
28.6403496785,1,1,TRUE,0,0,0,76,0,0,0,1,0.0018085765,
28.5951167678,1,1,TRUE,0,0,0,77,0,0,0,1,0.0018323735,
28.5951167678,1,1,TRUE,0,0,0,78,0,0,0,1,0.0018561706,
28.5529228739,1,1,TRUE,0,0,0,79,0,0,0,1,0.0018799676,
28.5529228739,1,1,TRUE,0,0,0,80,0,0,0,1,0.0019037647,
28.5300857246,1,1,TRUE,0,0,0,81,0,0,0,1,0.0019275618,
28.3862603926,1,1,TRUE,0,0,0,82,0,0,0,1,0.0019513588,
28.2080687122,1,1,TRUE,0,0,0,83,0,0,0,1,0.0019751559,
28.1399468009,1,1,TRUE,0,0,0,84,0,0,0,1,0.0019989529,
28.1362421411,1,1,TRUE,0,0,0,85,0,0,0,1,0.00202275,
28.04002618,1,1,TRUE,0,0,0,86,0,0,0,1,0.002046547,
27.9179907572,1,1,TRUE,0,0,0,87,0,0,0,1,0.0020703441,
27.8947350212,1,1,TRUE,0,0,0,88,0,0,0,1,0.0020941412,
27.8614436377,1,1,TRUE,0,0,0,89,0,0,0,1,0.0021179382,
27.8217534835,1,1,TRUE,0,0,0,90,0,0,0,1,0.0021417353,
27.8055249363,1,1,TRUE,0,0,0,91,0,0,0,1,0.0021655323,
27.7800210189,1,1,TRUE,0,0,0,92,0,0,0,1,0.0021893294,
27.7800210189,1,1,TRUE,0,0,0,93,0,0,0,1,0.0022131265,
27.7129648231,1,1,TRUE,0,0,0,94,0,0,0,1,0.0022369235,
27.7129648231,1,1,TRUE,0,0,0,95,0,0,0,1,0.0022607206,
27.652856014,1,1,TRUE,0,0,0,96,0,0,0,1,0.0022845176,
27.6351381456,1,1,TRUE,0,0,0,97,0,0,0,1,0.0023083147,
27.6176061276,1,1,TRUE,0,0,0,98,0,0,0,1,0.0023321118,
27.5956724981,1,1,TRUE,0,0,0,99,0,0,0,1,0.0023559088,
27.5451820801,1,1,TRUE,0,0,0,100,0,0,0,1,0.0023797059,
27.5154996772,1,1,TRUE,0,0,0,101,0,0,0,1,0.0024035029,
27.4797622185,1,1,TRUE,0,0,0,102,0,0,0,1,0.0024273,
27.4680626558,1,1,TRUE,0,0,0,103,0,0,0,1,0.002451097,
27.4374915607,1,1,TRUE,0,0,0,104,0,0,0,1,0.0024748941,
27.3110609061,1,1,TRUE,0,0,0,105,0,0,0,1,0.0024986912,
27.2990580683,1,1,TRUE,0,0,0,106,0,0,0,1,0.0025224882,
27.2292736758,1,1,TRUE,0,0,0,107,0,0,0,1,0.0025462853,
27.2124851921,1,1,TRUE,0,0,0,108,0,0,0,1,0.0025700823,
27.1041126911,1,1,TRUE,0,0,0,109,0,0,0,1,0.0025938794,
27.0755101844,1,1,TRUE,0,0,0,110,0,0,0,1,0.0026176765,
27.0355322982,1,1,TRUE,0,0,0,111,0,0,0,1,0.0026414735,
26.9415951131,1,1,TRUE,0,0,0,112,0,0,0,1,0.0026652706,
26.9170311539,1,1,TRUE,0,0,0,113,0,0,0,1,0.0026890676,
26.8848100771,1,1,TRUE,0,0,0,114,0,0,0,1,0.0027128647,
26.8740047272,1,1,TRUE,0,0,0,115,0,0,0,1,0.0027366617,
26.671945991,1,1,TRUE,0,0,0,116,0,0,0,1,0.0027604588,
26.6551633319,1,1,TRUE,0,0,0,117,0,0,0,1,0.0027842559,
26.6290924002,1,1,TRUE,0,0,0,118,0,0,0,1,0.0028080529,
26.6290924002,1,1,TRUE,0,0,0,119,0,0,0,1,0.00283185,
26.5763348819,1,1,TRUE,0,0,0,120,0,0,0,1,0.002855647,
26.5641405451,1,1,TRUE,0,0,0,121,0,0,0,1,0.0028794441,
26.5195428118,1,1,TRUE,0,0,0,122,0,0,0,1,0.0029032412,
26.4794614621,1,1,TRUE,0,0,0,123,0,0,0,1,0.0029270382,
26.4640832103,1,1,TRUE,0,0,0,124,0,0,0,1,0.0029508353,
26.4640832103,1,1,TRUE,0,0,0,125,0,0,0,1,0.0029746323,
26.4410212703,1,1,TRUE,0,0,0,126,0,0,0,1,0.0029984294,
26.3344560992,1,1,TRUE,0,0,0,127,0,0,0,1,0.0030222265,
26.3104720114,1,1,TRUE,0,0,0,128,0,0,0,1,0.0030460235,
26.2895251006,1,1,TRUE,0,0,0,129,0,0,0,1,0.0030698206,
26.2406732746,1,1,TRUE,0,0,0,130,0,0,0,1,0.0030936176,
26.207634703,1,1,TRUE,0,0,0,131,0,0,0,1,0.0031174147,
26.2053619957,1,1,TRUE,0,0,0,132,0,0,0,1,0.0031412117,
26.2053619957,1,1,TRUE,0,0,0,133,0,0,0,1,0.0031650088,
26.1839027524,1,1,TRUE,0,0,0,134,0,0,0,1,0.0031888059,
26.1488144028,1,1,TRUE,0,0,0,135,0,0,0,1,0.0032126029,
26.0383822668,1,1,TRUE,0,0,0,136,0,0,0,1,0.0032364,
26.0249634916,1,1,TRUE,0,0,0,137,0,0,0,1,0.003260197,
25.9919874716,1,1,TRUE,0,0,0,138,0,0,0,1,0.0032839941,
25.9570751213,1,1,TRUE,0,0,0,139,0,0,0,1,0.0033077912,
25.9126124719,1,1,TRUE,0,0,0,140,0,0,0,1,0.0033315882,
25.8312101236,1,1,TRUE,0,0,0,141,0,0,0,1,0.0033553853,
25.8250137822,1,1,TRUE,0,0,0,142,0,0,0,1,0.0033791823,
25.8246389782,1,1,TRUE,0,0,0,143,0,0,0,1,0.0034029794,
25.8119100543,1,1,TRUE,0,0,0,144,0,0,0,1,0.0034267765,
25.7894793462,1,1,TRUE,0,0,0,145,0,0,0,1,0.0034505735,
25.6901792883,1,1,TRUE,0,0,0,146,0,0,0,1,0.0034743706,
25.6027815065,1,1,TRUE,0,0,0,147,0,0,0,1,0.0034981676,
25.4758779408,1,1,TRUE,0,0,0,148,0,0,0,1,0.0035219647,
25.3505775984,1,1,TRUE,0,0,0,149,0,0,0,1,0.0035457617,
25.2532530653,1,1,TRUE,0,0,0,150,0,0,0,1,0.0035695588,
25.2460449051,1,1,TRUE,0,0,0,151,0,0,0,1,0.0035933559,
25.2418405285,1,1,TRUE,0,0,0,152,0,0,0,1,0.0036171529,
25.2375671488,1,1,TRUE,0,0,0,153,0,0,0,1,0.00364095,
25.1820645075,1,1,TRUE,0,0,0,154,0,0,0,1,0.003664747,
25.1440133696,1,1,TRUE,0,0,0,155,0,0,0,1,0.0036885441,
25.1300937489,1,1,TRUE,0,0,0,156,0,0,0,1,0.0037123412,
25.127498335,1,1,TRUE,0,0,0,157,0,0,0,1,0.0037361382,
25.0683518498,1,1,TRUE,0,0,0,158,0,0,0,1,0.0037599353,
25.0321895707,1,1,TRUE,0,0,0,159,0,0,0,1,0.0037837323,
25.0309465179,1,1,TRUE,0,0,0,160,0,0,0,1,0.0038075294,
25.0039495298,1,1,TRUE,0,0,0,161,0,0,0,1,0.0038313264,
24.9502264142,1,1,TRUE,0,0,0,162,0,0,0,1,0.0038551235,
24.9215033177,1,1,TRUE,0,0,0,163,0,0,0,1,0.0038789206,
24.9194741011,1,1,TRUE,0,0,0,164,0,0,0,1,0.0039027176,
24.8734051508,1,1,TRUE,0,0,0,165,0,0,0,1,0.0039265147,
24.7892860376,1,1,TRUE,0,0,0,166,0,0,0,1,0.0039503117,
24.7725153286,1,1,TRUE,0,0,0,167,0,0,0,1,0.0039741088,
24.7574410205,1,1,TRUE,0,0,0,168,0,0,0,1,0.0039979059,
24.7527939424,1,1,TRUE,0,0,0,169,0,0,0,1,0.0040217029,
24.7043990401,1,1,TRUE,0,0,0,170,0,0,0,1,0.0040455,
24.6551178704,1,1,TRUE,0,0,0,171,0,0,0,1,0.004069297,
24.6230815519,1,1,TRUE,0,0,0,172,0,0,0,1,0.0040930941,
24.5860691915,1,1,TRUE,0,0,0,173,0,0,0,1,0.0041168912,
24.5417815268,1,1,TRUE,0,0,0,174,0,0,0,1,0.0041406882,
24.5274669219,1,1,TRUE,0,0,0,175,0,0,0,1,0.0041644853,
24.5274669219,1,1,TRUE,0,0,0,176,0,0,0,1,0.0041882823,
24.52113062,1,1,TRUE,0,0,0,177,0,0,0,1,0.0042120794,
24.4960156596,1,1,TRUE,0,0,0,178,0,0,0,1,0.0042358764,
24.4463581518,1,1,TRUE,0,0,0,179,0,0,0,1,0.0042596735,
24.4463581518,1,1,TRUE,0,0,0,180,0,0,0,1,0.0042834706,
24.4347543102,1,1,TRUE,0,0,0,181,0,0,0,1,0.0043072676,
24.4340023304,1,1,TRUE,0,0,0,182,0,0,0,1,0.0043310647,
24.4074308613,1,1,TRUE,0,0,0,183,0,0,0,1,0.0043548617,
24.3786367593,1,1,TRUE,0,0,0,184,0,0,0,1,0.0043786588,
24.354323587,1,1,TRUE,0,0,0,185,0,0,0,1,0.0044024559,
24.350322487,1,1,TRUE,0,0,0,186,0,0,0,1,0.0044262529,
24.3386078728,1,1,TRUE,0,0,0,187,0,0,0,1,0.00445005,
24.3352858862,1,1,TRUE,0,0,0,188,0,0,0,1,0.004473847,
24.3249886663,1,1,TRUE,0,0,0,189,0,0,0,1,0.0044976441,
24.3180012597,1,1,TRUE,0,0,0,190,0,0,0,1,0.0045214411,
24.2964971913,1,1,TRUE,0,0,0,191,0,0,0,1,0.0045452382,
24.2644347156,1,1,TRUE,0,0,0,192,0,0,0,1,0.0045690353,
24.2554873552,1,1,TRUE,0,0,0,193,0,0,0,1,0.0045928323,
24.2377928732,1,1,TRUE,0,0,0,194,0,0,0,1,0.0046166294,
24.1525715152,1,1,TRUE,0,0,0,195,0,0,0,1,0.0046404264,
24.0955028868,1,1,TRUE,0,0,0,196,0,0,0,1,0.0046642235,
24.0829248184,1,1,TRUE,0,0,0,197,0,0,0,1,0.0046880206,
24.0296364664,1,1,TRUE,0,0,0,198,0,0,0,1,0.0047118176,
23.9867324135,1,1,TRUE,0,0,0,199,0,0,0,1,0.0047356147,
23.9820327703,1,1,TRUE,0,0,0,200,0,0,0,1,0.0047594117,
23.9742545812,1,1,TRUE,0,0,0,201,0,0,0,1,0.0047832088,
23.9496662684,1,1,TRUE,0,0,0,202,0,0,0,1,0.0048070059,
23.9423957305,1,1,TRUE,0,0,0,203,0,0,0,1,0.0048308029,
23.9365229473,1,1,TRUE,0,0,0,204,0,0,0,1,0.0048546,
23.933897599,1,1,TRUE,0,0,0,205,0,0,0,1,0.004878397,
23.9284791268,1,1,TRUE,0,0,0,206,0,0,0,1,0.0049021941,
23.9220138721,1,1,TRUE,0,0,0,207,0,0,0,1,0.0049259911,
23.8980585926,1,1,TRUE,0,0,0,208,0,0,0,1,0.0049497882,
23.876468177,1,1,TRUE,0,0,0,209,0,0,0,1,0.0049735853,
23.8671446029,1,1,TRUE,0,0,0,210,0,0,0,1,0.0049973823,
23.8497219016,1,1,TRUE,0,0,0,211,0,0,0,1,0.0050211794,
23.8242118857,1,1,TRUE,0,0,0,212,0,0,0,1,0.0050449764,
23.8184652648,1,1,TRUE,0,0,0,213,0,0,0,1,0.0050687735,
23.8124393921,1,1,TRUE,0,0,0,214,0,0,0,1,0.0050925706,
23.800975802,1,1,TRUE,0,0,0,215,0,0,0,1,0.0051163676,
23.7461663618,1,1,TRUE,0,0,0,216,0,0,0,1,0.0051401647,
23.7023376125,1,1,TRUE,0,0,0,217,0,0,0,1,0.0051639617,
23.6985638797,1,1,TRUE,0,0,0,218,0,0,0,1,0.0051877588,
23.6926292926,1,1,TRUE,0,0,0,219,0,0,0,1,0.0052115559,
23.6646299663,1,1,TRUE,0,0,0,220,0,0,0,1,0.0052353529,
23.6645571464,1,1,TRUE,0,0,0,221,0,0,0,1,0.00525915,
23.6478046197,1,1,TRUE,0,0,0,222,0,0,0,1,0.005282947,
23.6365390347,1,1,TRUE,0,0,0,223,0,0,0,1,0.0053067441,
23.6297507515,1,1,TRUE,0,0,0,224,0,0,0,1,0.0053305411,
23.5763853393,1,1,TRUE,0,0,0,225,0,0,0,1,0.0053543382,
23.5763853393,1,1,TRUE,0,0,0,226,0,0,0,1,0.0053781353,
23.5689535083,1,1,TRUE,0,0,0,227,0,0,0,1,0.0054019323,
23.5547477813,1,1,TRUE,0,0,0,228,0,0,0,1,0.0054257294,
23.5047376308,1,1,TRUE,0,0,0,229,0,0,0,1,0.0054495264,
23.4694117072,1,1,TRUE,0,0,0,230,0,0,0,1,0.0054733235,
23.4618346724,1,1,TRUE,0,0,0,231,0,0,0,1,0.0054971206,
23.4477921152,1,1,TRUE,0,0,0,232,0,0,0,1,0.0055209176,
23.4461841437,1,1,TRUE,0,0,0,233,0,0,0,1,0.0055447147,
23.4018715255,1,1,TRUE,0,0,0,234,0,0,0,1,0.0055685117,
23.3757190302,1,1,TRUE,0,0,0,235,0,0,0,1,0.0055923088,
23.3746497115,1,1,TRUE,0,0,0,236,0,0,0,1,0.0056161058,
23.3610940873,1,1,TRUE,0,0,0,237,0,0,0,1,0.0056399029,
23.3585643922,1,1,TRUE,0,0,0,238,0,0,0,1,0.0056637,
23.3552173774,1,1,TRUE,0,0,0,239,0,0,0,1,0.005687497,
23.3502319226,1,1,TRUE,0,0,0,240,0,0,0,1,0.0057112941,
23.3311327155,1,1,TRUE,0,0,0,241,0,0,0,1,0.0057350911,
23.318340681,1,1,TRUE,0,0,0,242,0,0,0,1,0.0057588882,
23.2416243732,1,1,TRUE,0,0,0,243,0,0,0,1,0.0057826853,
23.1925268989,1,1,TRUE,0,0,0,244,0,0,0,1,0.0058064823,
23.1700103077,1,1,TRUE,0,0,0,245,0,0,0,1,0.0058302794,
23.160535159,1,1,TRUE,0,0,0,246,0,0,0,1,0.0058540764,
23.1334717294,1,1,TRUE,0,0,0,247,0,0,0,1,0.0058778735,
23.1231194331,1,1,TRUE,0,0,0,248,0,0,0,1,0.0059016706,
23.1149134225,1,1,TRUE,0,0,0,249,0,0,0,1,0.0059254676,
23.113815808,1,1,TRUE,0,0,0,250,0,0,0,1,0.0059492647,
23.1067887133,1,1,TRUE,0,0,0,251,0,0,0,1,0.0059730617,
23.1040658902,1,1,TRUE,0,0,0,252,0,0,0,1,0.0059968588,
23.0809785056,1,1,TRUE,0,0,0,253,0,0,0,1,0.0060206558,
23.0667552676,1,1,TRUE,0,0,0,254,0,0,0,1,0.0060444529,
23.0572416764,1,1,TRUE,0,0,0,255,0,0,0,1,0.00606825,
23.0347381854,1,1,TRUE,0,0,0,256,0,0,0,1,0.006092047,
23.0014060871,1,1,TRUE,0,0,0,257,0,0,0,1,0.0061158441,
22.9854115821,1,1,TRUE,0,0,0,258,0,0,0,1,0.0061396411,
22.9592719777,1,1,TRUE,0,0,0,259,0,0,0,1,0.0061634382,
22.9592719777,1,1,TRUE,0,0,0,260,0,0,0,1,0.0061872353,
22.957618176,1,1,TRUE,0,0,0,261,0,0,0,1,0.0062110323,
22.9186367675,1,1,TRUE,0,0,0,262,0,0,0,1,0.0062348294,
22.910228413,1,1,TRUE,0,0,0,263,0,0,0,1,0.0062586264,
22.9052874253,1,1,TRUE,0,0,0,264,0,0,0,1,0.0062824235,
22.8963743697,1,1,TRUE,0,0,0,265,0,0,0,1,0.0063062206,
22.8012782127,1,1,TRUE,0,0,0,266,0,0,0,1,0.0063300176,
22.7961405885,1,1,TRUE,0,0,0,267,0,0,0,1,0.0063538147,
22.7921738361,1,1,TRUE,0,0,0,268,0,0,0,1,0.0063776117,
22.7841028965,1,1,TRUE,0,0,0,269,0,0,0,1,0.0064014088,
22.7767066274,1,1,TRUE,0,0,0,270,0,0,0,1,0.0064252058,
22.6919693656,1,1,TRUE,0,0,0,271,0,0,0,1,0.0064490029,
22.6601842671,1,1,TRUE,0,0,0,272,0,0,0,1,0.0064728,
22.6125682985,1,1,TRUE,0,0,0,273,0,0,0,1,0.006496597,
22.5952500089,1,1,TRUE,0,0,0,274,0,0,0,1,0.0065203941,
22.5351585406,1,1,TRUE,0,0,0,275,0,0,0,1,0.0065441911,
22.5338507127,1,1,TRUE,0,0,0,276,0,0,0,1,0.0065679882,
22.5192906781,1,1,TRUE,0,0,0,277,0,0,0,1,0.0065917853,
22.5089643782,1,1,TRUE,0,0,0,278,0,0,0,1,0.0066155823,
22.5057655729,1,1,TRUE,0,0,0,279,0,0,0,1,0.0066393794,
22.4587669721,1,1,TRUE,0,0,0,280,0,0,0,1,0.0066631764,
22.4212461153,1,1,TRUE,0,0,0,281,0,0,0,1,0.0066869735,
22.418581536,1,1,TRUE,0,0,0,282,0,0,0,1,0.0067107705,
22.4107228628,1,1,TRUE,0,0,0,283,0,0,0,1,0.0067345676,
22.4090226158,1,1,TRUE,0,0,0,284,0,0,0,1,0.0067583647,
22.3493466022,1,1,TRUE,0,0,0,285,0,0,0,1,0.0067821617,
22.3409454296,1,1,TRUE,0,0,0,286,0,0,0,1,0.0068059588,
22.2904362095,1,1,TRUE,0,0,0,287,0,0,0,1,0.0068297558,
22.2904362095,1,1,TRUE,0,0,0,288,0,0,0,1,0.0068535529,
22.2589443884,1,1,TRUE,0,0,0,289,0,0,0,1,0.00687735,
22.2445658303,1,1,TRUE,0,0,0,290,0,0,0,1,0.006901147,
22.232078075,1,1,TRUE,0,0,0,291,0,0,0,1,0.0069249441,
22.2073860713,1,1,TRUE,0,0,0,292,0,0,0,1,0.0069487411,
22.2048664165,1,1,TRUE,0,0,0,293,0,0,0,1,0.0069725382,
22.2019698418,1,1,TRUE,0,0,0,294,0,0,0,1,0.0069963353,
22.1683687259,1,1,TRUE,0,0,0,295,0,0,0,1,0.0070201323,
22.1668077542,1,1,TRUE,0,0,0,296,0,0,0,1,0.0070439294,
22.1508274126,1,1,TRUE,0,0,0,297,0,0,0,1,0.0070677264,
22.1475164914,1,1,TRUE,0,0,0,298,0,0,0,1,0.0070915235,
22.1411211029,1,1,TRUE,0,0,0,299,0,0,0,1,0.0071153205,
22.1236268646,1,1,TRUE,0,0,0,300,0,0,0,1,0.0071391176,
22.1077677506,1,1,TRUE,0,0,0,301,0,0,0,1,0.0071629147,
22.0988890394,1,1,TRUE,0,0,0,302,0,0,0,1,0.0071867117,
22.0988890394,1,1,TRUE,0,0,0,303,0,0,0,1,0.0072105088,
22.0896572941,1,1,TRUE,0,0,0,304,0,0,0,1,0.0072343058,
22.0896572941,1,1,TRUE,0,0,0,305,0,0,0,1,0.0072581029,
22.0816010874,1,1,TRUE,0,0,0,306,0,0,0,1,0.0072819,
22.0745978674,1,1,TRUE,0,0,0,307,0,0,0,1,0.007305697,
22.0736140961,1,1,TRUE,0,0,0,308,0,0,0,1,0.0073294941,
21.9722115197,1,1,TRUE,0,0,0,309,0,0,0,1,0.0073532911,
21.9586242722,1,1,TRUE,0,0,0,310,0,0,0,1,0.0073770882,
21.9460950587,1,1,TRUE,0,0,0,311,0,0,0,1,0.0074008853,
21.8975774445,1,1,TRUE,0,0,0,312,0,0,0,1,0.0074246823,
21.896206118,1,1,TRUE,0,0,0,313,0,0,0,1,0.0074484794,
21.8794937234,1,1,TRUE,0,0,0,314,0,0,0,1,0.0074722764,
21.8720092158,1,1,TRUE,0,0,0,315,0,0,0,1,0.0074960735,
21.8482008955,1,1,TRUE,0,0,0,316,0,0,0,1,0.0075198705,
21.7955726,1,1,TRUE,0,0,0,317,0,0,0,1,0.0075436676,
21.7483052657,1,1,TRUE,0,0,0,318,0,0,0,1,0.0075674647,
21.7314249119,1,1,TRUE,0,0,0,319,0,0,0,1,0.0075912617,
21.7210256155,1,1,TRUE,0,0,0,320,0,0,0,1,0.0076150588,
21.7206536844,1,1,TRUE,0,0,0,321,0,0,0,1,0.0076388558,
21.7013437543,1,1,TRUE,0,0,0,322,0,0,0,1,0.0076626529,
21.6952796448,1,1,TRUE,0,0,0,323,0,0,0,1,0.00768645,
21.6719086724,1,1,TRUE,0,0,0,324,0,0,0,1,0.007710247,
21.6355182227,1,1,TRUE,0,0,0,325,0,0,0,1,0.0077340441,
21.6343544294,1,1,TRUE,0,0,0,326,0,0,0,1,0.0077578411,
21.6253065169,1,1,TRUE,0,0,0,327,0,0,0,1,0.0077816382,
21.6070087877,1,1,TRUE,0,0,0,328,0,0,0,1,0.0078054352,
21.5159303965,1,1,TRUE,0,0,0,329,0,0,0,1,0.0078292323,
21.5135392289,1,1,TRUE,0,0,0,330,0,0,0,1,0.0078530294,
21.4992906799,1,1,TRUE,0,0,0,331,0,0,0,1,0.0078768264,
21.4950274357,1,1,TRUE,0,0,0,332,0,0,0,1,0.0079006235,
21.4914829995,1,1,TRUE,0,0,0,333,0,0,0,1,0.0079244205,
21.472236767,1,1,TRUE,0,0,0,334,0,0,0,1,0.0079482176,
21.4430562625,1,1,TRUE,0,0,0,335,0,0,0,1,0.0079720147,
21.4306656661,1,1,TRUE,0,0,0,336,0,0,0,1,0.0079958117,
21.4192410865,1,1,TRUE,0,0,0,337,0,0,0,1,0.0080196088,
21.417306962,1,0,FALSE,1,0,0,337,1,0,0,0.9970414201,0.0080196088,
21.4027598357,1,1,TRUE,0,0,0,338,1,0,0,0.9970501475,0.0080434058,
21.4007726824,1,1,TRUE,0,0,0,339,1,0,0,0.9970588235,0.0080672029,
21.3906022054,1,1,TRUE,0,0,0,340,1,0,0,0.9970674487,0.008091,
21.3620281043,1,1,TRUE,0,0,0,341,1,0,0,0.9970760234,0.008114797,
21.3552830109,1,1,TRUE,0,0,0,342,1,0,0,0.9970845481,0.0081385941,
21.3542188799,1,1,TRUE,0,0,0,343,1,0,0,0.9970930233,0.0081623911,
21.3542188799,1,1,TRUE,0,0,0,344,1,0,0,0.9971014493,0.0081861882,
21.3398063085,1,1,TRUE,0,0,0,345,1,0,0,0.9971098266,0.0082099852,
21.3232341846,1,1,TRUE,0,0,0,346,1,0,0,0.9971181556,0.0082337823,
