f(x), ybar, y
27.303958527361964,1,1
27.265168150670117,1,1
27.1708834450332,1,1
27.1708834450332,1,1
27.152785652039853,1,1
27.088413800451,1,1
27.061899179222596,1,1
27.036581169035372,1,1
26.934289447338,1,1
26.910666728556386,1,1
26.87031951770638,1,1
26.852369092407848,1,1
26.800677157826883,1,1
26.800601017646187,1,1
26.741389826165104,1,1
26.732996799696267,1,1
26.70377614437374,1,1
26.670386208886544,1,1
26.66996219092614,1,1
26.630268672974335,1,1
26.62496212402011,1,1
26.58312017939651,1,1
26.575453710308068,1,1
26.57333788094521,1,1
26.552651845030727,1,1
26.531731449048117,1,1
26.504979299433675,1,1
26.472465561612037,1,1
26.445205474790544,1,1
26.428623637296514,1,1
26.425272733833086,1,1
26.405841503370343,1,1
26.398135032595512,1,1
26.37623621642297,1,1
26.295119659855256,1,1
26.27423014931701,1,1
26.250070702741976,1,1
26.21452509235976,1,1
26.201751212390317,1,1
26.196142081051793,1,1
26.193595097635743,1,1
26.19161284245178,1,1
26.169353546320117,1,1
26.149486231317592,1,1
26.125481538833338,1,1
26.121956362518187,1,1
25.984993025140152,1,1
25.95958900570862,1,1
25.944298749724897,1,1
25.91931685327568,1,1
25.8990953361542,1,1
25.892790056440514,1,1
25.84035689221633,1,1
25.70954831888674,1,1
25.702560591409263,1,1
25.68336895936422,1,1
25.669780585014422,1,1
25.669780585014422,1,1
25.659055695031743,1,1
25.643424962949226,1,1
25.637556020707695,1,1
25.620072172126182,1,1
25.617502760873084,1,1
25.600964987878523,1,1
25.59240569513278,1,1
25.5795194073568,1,1
25.529544361102754,1,1
25.529544361102754,1,1
25.520479297492543,1,1
25.476023761300617,1,1
25.476023761300617,1,1
25.442390459526763,1,1
25.422539141057207,1,1
25.42105422353521,1,1
25.316812643549373,1,1
25.31132945550324,1,1
25.300531650685418,1,1
25.294642027893477,1,1
25.27559797157949,1,1
25.26351954345902,1,1
25.16413742025241,1,1
25.039473253994235,1,1
25.019669148874748,1,1
25.010366200076827,1,1
24.983997770497812,1,1
24.919189117030715,1,1
24.850506703486264,1,1
24.838236909355636,1,1
24.792917688053596,1,1
24.781012631696946,1,1
24.764493552984437,1,1
24.764493552984437,1,1
24.746068313892255,1,1
24.745170528279996,1,1
24.733595738186793,1,1
24.70648059179549,1,1
24.684866717697368,1,1
24.681347302619645,1,1
24.668104943767595,1,1
24.650371443884666,1,1
24.632345804069814,1,0
24.56032599478585,1,1
24.541709823801277,1,1
24.522830678958794,1,1
24.519406716624605,1,1
24.47349182963558,1,1
24.471688134478175,1,1
24.461459844710166,1,1
24.448247030216493,1,1
24.440335678796107,1,1
24.435787647149645,1,1
24.396362069626637,1,1
24.37895360633981,1,1
24.371914589169595,1,1
24.35866854917277,1,1
24.333974183712062,1,1
24.309287847850932,1,1
24.291629677258147,1,1
24.284330120438415,1,1
24.266717693058915,1,1
24.237438192093556,1,1
24.160834267197036,1,1
24.112417897028475,1,1
24.106680363549206,1,1
24.096286461949223,1,1
24.074942463522866,1,1
24.05405003588162,1,1
24.041887235421058,1,1
24.040390521103003,1,1
24.025351877783052,1,1
23.98377148035933,1,1
23.977155269140834,1,1
23.93018769460161,1,1
23.928962383320815,1,1
23.918828627804352,1,1
23.900614251702805,1,1
23.803030094881887,1,1
23.79743844849725,1,1
23.787819117874573,1,1
23.755595565281105,1,1
23.7501570053067,1,1
23.703194127533354,1,1
23.691918515954423,1,1
23.63078888245406,1,1
23.561148722655513,1,1
23.55481269461975,1,1
23.50932420350358,1,1
23.497224460087043,1,0
23.423999158064895,1,1
23.411235809733206,1,1
23.40289534397891,1,1
23.385348845369577,1,1
23.382273242005088,1,1
23.373575752279258,1,1
23.367599976057715,1,1
23.36721592625157,1,1
23.360334167239323,1,1
23.352031647856922,1,1
23.3118472207246,1,1
23.3118472207246,1,1
23.28702762549876,1,1
23.27236219734924,1,1
23.25976875742655,1,1
23.257172302278388,1,1
23.23430897893482,1,1
23.22172100484641,1,1
23.21140657771767,1,1
23.208004030791553,1,1
23.185426697403837,1,1
23.175362332060125,1,1
23.17410463842814,1,1
23.164411982211277,1,1
23.141027668490377,1,1
23.107993651724993,1,1
23.053024994544586,1,1
23.047834357630652,1,1
23.047834357630652,1,1
23.029567569690943,1,1
23.02802399082479,1,0
23.000347803040285,1,1
22.96614266669585,1,1
22.959575957650284,1,1
22.958461998429584,1,1
22.944947675948434,1,1
22.935233669641107,1,1
22.935233669641107,1,1
22.905785892033588,1,1
22.9029610420874,1,1
22.898366851378768,1,1
22.891462638372087,1,1
22.87869675976737,1,1
22.85651652026109,1,1
22.836951093764874,1,1
22.829800345847236,1,1
22.8186146873762,1,1
22.81045787153862,1,1
22.77455563900052,1,1
22.760858680807015,1,1
22.746212998960946,1,1
22.739527909107174,1,1
22.73593668359271,1,1
22.695382569812047,1,1
22.686939675497158,1,1
22.676067523993275,1,1
22.662391573737857,1,1
22.66237156740792,1,1
22.608641317374985,1,1
22.604297315159496,1,1
22.599206599208895,1,1
22.597086572777695,1,1
22.59647320305263,1,1
22.569097501118474,1,1
22.495926907411643,1,1
22.489217591108712,1,1
22.46868208125678,1,1
22.464299894225267,1,1
22.459361477900384,1,1
22.45560492745007,1,1
22.45099790920408,1,1
22.438000666137317,1,1
22.432268146843008,1,1
22.41599735500311,1,1
22.410327031414884,1,1
22.37677062578771,1,1
22.372267613412028,1,1
22.368874420590707,1,1
22.344999082160545,1,1
22.3401185276448,1,1
22.32146060080576,1,1
22.316404156104895,1,1
22.31529269287063,1,1
22.279825078757742,1,1
22.259760238793344,1,1
22.235871086147014,1,1
22.22103794317317,1,1
22.197454547920415,1,1
22.18790744525141,1,1
22.160816824824124,1,1
22.160816824824124,1,1
22.15008248867079,1,1
22.14287428481872,1,1
22.112674841194053,1,1
22.112048683237884,1,1
22.109965485979647,1,1
22.101889429947988,1,1
22.071133241008855,1,1
22.0671564156095,1,1
22.049012137617144,1,1
22.041257479009875,1,1
22.031509461888323,1,1
22.020984210375932,1,1
22.008020527447655,1,1
22.006774814453433,1,1
21.999078969401314,1,1
21.997601469671967,1,1
21.977056696871447,1,1
21.962875328187977,1,1
21.911010238626933,1,1
21.906168523027006,1,0
21.90509879581545,1,1
21.868529527118472,1,1
21.857414770628427,1,1
21.85263230592934,1,1
21.825929325445383,1,1
21.823273235013197,1,1
21.820857914915358,1,1
21.816802472864318,1,1
21.811845524484266,1,1
21.78628067871872,1,1
21.78111238085437,1,1
21.76592739766218,1,1
21.761676576957175,1,1
21.759241121454938,1,1
21.757937468973406,1,1
21.75614687516917,1,1
21.73739449437136,1,1
21.71894077189119,1,1
21.712116940413946,1,1
21.67744095007023,1,1
21.664051623591085,1,1
21.664051623591085,1,1
21.652309890699676,1,1
21.63980613240629,1,1
21.633411417011065,1,1
21.60768434799666,1,1
21.598354327474265,1,1
21.58655928036003,1,1
21.564277126830433,1,1
21.560219519836682,1,1
21.545883458264594,1,1
21.54331824430734,1,1
21.517680731069774,1,1
21.51697324568024,1,1
21.510194340003277,1,1
21.509201858339924,1,1
21.488082272794433,1,1
21.484884314366024,1,0
21.4816921697043,1,1
21.47163680109856,1,1
21.460550586835655,1,1
21.453700677230326,1,1
21.43977080243139,1,1
21.424676267446973,1,1
21.422447419664937,1,1
21.39931256251701,1,1
21.37298097984006,1,1
21.36269680360747,1,1
21.34077037766178,1,1
21.34021102632374,1,1
21.340094473966612,1,1
21.315814407233635,1,1
21.29856822112815,1,1
21.297415635933184,1,1
21.286799353790677,1,1
21.260041536211364,1,1
21.25454999284364,1,1
21.206857197634175,1,0
21.195632186346085,1,1
21.19007754647653,1,1
21.19007754647653,1,1
21.14929259122324,1,1
21.14859388596513,1,1
21.14859388596513,1,1
21.147639155939974,1,1
21.1407067595004,1,1
21.133749875842863,1,1
21.131280358404844,1,1
21.131280358404844,1,1
21.12662911991933,1,1
21.126371539207423,1,1
21.109792038399206,1,1
21.10279991871351,1,1
21.072744705706665,1,1
21.06051106102193,1,1
21.04637073153695,1,1
21.03282048650784,1,1
21.02447281821357,1,1
21.018885693459357,1,1
21.018885693459357,1,1
21.017419518506287,1,1
20.985206670608914,1,1
20.97578153909705,1,1
20.959922290913998,1,1
20.959922290913998,1,1
20.950410589308763,1,1
20.942665470138728,1,1
20.934054891689502,1,1
20.934054891689502,1,1
20.926163067500283,1,1
20.922990198800427,1,1
20.913466293770465,1,1
20.906820621658216,1,1
20.892526816119386,1,1
20.88699157957385,1,1
20.844883745541196,1,1
20.844883745541196,1,1
20.833945766697013,1,1
20.822315057646673,1,1
20.780389783194398,1,1
20.73952266536256,1,1
20.73952266536256,1,1
20.73179342740575,1,1
20.710778122369806,1,1
20.690828734585526,1,1
20.690828734585526,1,1
20.650743820312602,1,1
20.64177606909664,1,1
20.638990597796017,1,1
20.635743010891026,1,1
20.60936931446218,1,1
20.60936012568565,1,1
20.60876283661608,1,1
20.60876283661608,1,1
20.577815796641868,1,1
20.570971670587294,1,1
20.547266995201863,1,1
20.53460245346562,1,1
20.521273710555608,1,1
20.511577827780425,1,1
20.510820149357155,1,1
20.498964982799706,1,1
20.494402622502466,1,1
20.48609034942936,1,1
20.474914647116837,1,1
20.47198846686353,1,1
20.47198846686353,1,1
20.46983607655258,1,1
20.45785254059177,1,1
20.457063204120946,1,1
20.45471670786768,1,1
20.453532170609723,1,1
20.4494715678542,1,1
20.442736898695482,1,1
20.4283160222928,1,1
20.422920055388932,1,1
20.42252091238541,1,1
20.414223734313897,1,1
20.414223734313897,1,1
20.404303469361775,1,1
20.403222153657232,1,1
20.38919154132748,1,1
20.361743034341945,1,1
20.357474593139983,1,1
20.31868134607679,1,1
20.318122093112805,1,1
20.30812525633663,1,1
20.30812525633663,1,1
20.300571167900994,1,1
20.284033909614177,1,1
20.284033909614177,1,1
20.281504814756712,1,1
20.25291101620053,1,1
20.227466432521652,1,1
20.223507092722848,1,1
20.219376146340274,1,1
20.20784083452648,1,1
20.20784083452648,1,1
20.205248074979266,1,1
20.20342929102934,1,1
20.200320313337517,1,1
20.175888184498465,1,1
20.159626031801707,1,1
20.153415192164285,1,1
20.15269977197517,1,1
20.15128895809768,1,1
20.142453595323882,1,1
20.124329752102877,1,1
20.116541969170246,1,1
20.109809505745503,1,1
20.109334243876514,1,1
20.103354408374607,1,1
20.09614282346699,1,1
20.093913109642525,1,1
20.093913109642525,1,1
20.088258713254614,1,1
20.078101978934086,1,1
20.078101978934086,1,1
20.07669294036938,1,1
20.072917206754127,1,1
20.062107103675455,1,1
20.042105529364076,1,1
20.041264821926926,1,1
20.036757265967605,1,1
20.02628286631489,1,1
20.002341136622928,1,1
19.99423081660066,1,1
19.98756879770884,1,1
19.98396255829519,1,1
19.983150227516422,1,1
19.980787168070098,1,1
19.98020206051107,1,1
19.976320592891163,1,1
19.968873513230726,1,1
19.925709449658186,1,1
19.916056283502595,1,1
19.915011486507204,1,1
19.911364950426687,1,1
19.905922073256004,1,1
19.882970146612397,1,1
19.882970146612397,1,1
19.880374741202477,1,1
19.878459750390178,1,1
19.86409927604092,1,1
19.862085926122436,1,1
19.853372863023377,1,1
19.828891561909902,1,1
19.826152001909463,1,1
19.814145579317504,1,1
19.804148970261284,1,1
19.80004564241421,1,1
19.798425319330573,1,1
19.796174226799824,1,1
19.795847131455044,1,1
19.794307091211312,1,1
19.781532004885538,1,1
19.772655061995234,1,1
19.758795716663087,1,1
19.75362354596444,1,1
19.74988814968893,1,1
19.72736788075788,1,1
19.720146668368134,1,1
19.71749424351201,1,1
19.715622681050547,1,1
19.699157095244466,1,1
19.692239524266302,1,1
19.686582111538172,1,1
19.672004869314488,1,1
19.672004869314488,1,1
19.666448365165532,1,1
19.662247619351998,1,1
19.652465164187507,1,1
19.64109380102136,1,1
19.640776459203018,1,1
19.629202650625025,1,1
19.62128929847113,1,1
19.607899686617923,1,1
19.60742175715234,1,1
19.59458489945582,1,1
19.58615314829688,1,1
19.57670578760696,1,1
19.560343415850472,1,1
19.55830820950092,1,1
19.547665175230794,1,1
19.532113691032546,1,1
19.51013749061233,1,1
19.508268890066063,1,1
19.50587971384667,1,1
19.490671921936123,1,1
19.484045642002062,1,1
19.4762822194872,1,1
19.475807764418825,1,1
19.47366506264185,1,1
19.469984609322825,1,1
19.468066161781536,1,1
19.458096070008107,1,1
19.455543814354392,1,1
19.451803047299578,1,1
19.443377640761025,1,1
19.4414240544923,1,1
19.431339451387096,1,1
19.41917350569702,1,1
19.41917350569702,1,1
19.413403391150432,1,1
19.401678400081256,1,1
19.396182636709025,1,1
19.394311581919027,1,1
19.394311581919027,1,1
19.38341069244837,1,1
19.376205489521,1,1
19.35844027678324,1,1
19.35657348344075,1,1
19.35657348344075,1,1
19.351485660154957,1,1
19.349267019943696,1,1
19.32600823511963,1,1
19.32524767830192,1,1
19.32287291000878,1,1
19.30333776218313,1,1
19.297939402571533,1,1
19.29391550516815,1,1
19.292270393910126,1,1
19.28999307906565,1,1
19.284096149001556,1,1
19.275575585717856,1,1
19.258360682792166,1,1
19.25270148571419,1,1
19.24864231653022,1,1
19.244226374439567,1,1
19.239590999895412,1,1
19.232922725596413,1,1
19.228505654273743,1,1
19.226727410096405,1,1
19.209957250166884,1,1
19.208111333860618,1,1
19.178793944139525,1,1
19.173957102169712,1,1
19.173957102169712,1,1
19.16749268113355,1,1
19.161934047437047,1,1
19.157007224318452,1,1
19.15605984409363,1,1
19.14119974204622,1,1
19.139467264727937,1,1
19.139467264727937,1,1
19.13878492359932,1,1
19.135888882247936,1,1
19.133769358642244,1,1
19.131814001648138,1,1
19.128949911129492,1,1
19.126070757049032,1,1
19.125052755093105,1,1
19.12374446989405,1,1
19.11063093003053,1,1
19.0983657179414,1,1
19.08763729884372,1,1
19.082578319453138,1,1
19.082578319453138,1,1
19.08191122818778,1,1
19.08032380503848,1,1
19.080089171642403,1,1
19.062370159857508,1,1
19.06033554115643,1,1
19.06033554115643,1,1
19.048187488385846,1,1
19.03962217896552,1,1
19.03329892237353,1,1
19.03329892237353,1,1
19.02570460141448,1,1
19.02267451742217,1,1
18.993568452413434,1,1
18.985816527986625,1,1
18.954824706569056,1,1
18.946413733456463,1,1
18.94468206655462,1,1
18.940930060294992,1,1
18.940930060294992,1,1
18.938573989147898,1,1
18.931391479567285,1,1
18.929818302385154,1,1
18.919298405969226,1,1
18.911817743834778,1,1
18.91142936345463,1,1
18.906266767237536,1,1
18.8910939086511,1,1
18.891075374912457,1,1
18.882006831410166,1,1
18.865076112280374,1,1
18.856904102637035,1,1
18.843920429974265,1,1
18.843670582400495,1,1
18.837222562709123,1,1
18.837222562709123,1,1
18.8347913550932,1,1
18.8347913550932,1,1
18.82864055015624,1,1
18.828109607025056,1,1
18.82282300125495,1,1
18.82098109954163,1,1
18.8095730957027,1,1
18.80831459140717,1,1
18.791455371539286,1,1
18.791455371539286,1,1
18.788199931726968,1,1
18.788199931726968,1,1
18.77931448127655,1,1
18.773114946800177,1,1
18.76512977366371,1,1
18.763610696806456,1,1
18.761593378910675,1,1
18.745086679154785,1,1
18.744438002233103,1,1
18.744438002233103,1,1
18.73864815553022,1,1
18.731666940200185,1,1
18.73047218667022,1,1
18.72820950809761,1,1
18.721002528340883,1,1
18.716790719835103,1,1
18.71626317484978,1,1
18.713980936565346,1,1
18.709075329190945,1,1
18.703201460896846,1,1
18.700733512485694,1,1
18.697670403719336,1,1
18.67779544376761,1,1
18.676195116695684,1,1
18.674242057544816,1,1
18.67423763527498,1,1
18.668556348844437,1,1
18.65907373845795,1,1
18.651416746616743,1,1
18.630069393410555,1,1
18.628352316265858,1,1
18.61696684462165,1,1
18.61666076994431,1,1
18.609959495972888,1,1
18.605293039057134,1,1
18.605293039057134,1,1
18.599959770250372,1,1
18.59946746185751,1,1
18.592209485519493,1,1
18.592209485519493,1,1
18.58467256082432,1,1
18.580583808448214,1,1
18.56612580005485,1,1
18.5614865564307,1,1
18.5614865564307,1,1
18.556962864602763,1,1
18.542728468236344,1,1
18.53999056729238,1,1
18.500518804831962,1,1
18.498669780012158,1,1
18.49393103634421,1,1
18.492837841365752,1,1
18.48981526597074,1,1
18.489082591194194,1,1
18.48509091343784,1,1
18.475211902889537,1,1
18.46836824478391,1,1
18.460401791498878,1,1
18.444235825331162,1,1
18.441326146719522,1,1
18.436622287143063,1,1
18.43603780008795,1,1
18.42341078675005,1,1
18.421150214610282,1,1
18.410414853588474,1,1
18.393404509775223,1,1
18.39118613291473,1,1
18.382160307757093,1,1
18.379095323052564,1,1
18.351170848475075,1,1
18.342608955661834,1,1
18.325499378622236,1,1
18.3212094709738,1,1
18.318581384621353,1,1
18.314727098515785,1,1
18.309608118654424,1,1
18.309217626270193,1,1
18.302149618644012,1,1
18.295577354458267,1,1
18.294847729179647,1,1
18.291448851369196,1,1
18.279844770953595,1,1
18.277593275671343,1,1
18.270563345034272,1,1
18.270226799047908,1,1
18.258554100637543,1,1
18.24966892420094,1,1
18.246874842960167,1,1
18.246874842960167,1,1
18.24007582475994,1,1
18.239249968534825,1,1
18.232506199334207,1,1
18.225969409688158,1,1
18.21887725744309,1,1
18.208613019252507,1,1
18.199109609039482,1,1
18.196551273266333,1,1
18.194474542921736,1,1
18.193869528182585,1,1
18.193680230843682,1,1
18.193680230843682,1,1
18.186760062896088,1,1
18.164910723092394,1,1
18.155941724669724,1,1
18.155941724669724,1,1
18.155106838549727,1,1
18.15154108088129,1,1
18.15154108088129,1,1
18.148779047817325,1,1
18.147755523523717,1,1
18.13086164617122,1,1
18.122423533337585,1,1
18.111825365662096,1,1
18.111825365662096,1,1
18.094391290974503,1,1
18.0854160501367,1,1
18.084951467158938,1,1
18.06942983024916,1,1
18.06942983024916,1,1
18.050412220111372,1,1
18.049305441275674,1,1
18.04486719260328,1,1
18.037602745490243,1,1
18.02636742556224,1,1
18.02636742556224,1,1
18.019468124128284,1,1
18.01868388406834,1,1
18.017231546482044,1,1
18.01682569114881,1,1
18.016085033136335,1,1
18.007362594667363,1,1
17.99765398580428,1,1
17.994808819491162,1,1
17.99164470762096,1,1
17.989042021505437,1,1
17.96039125777704,1,1
17.95816079701046,1,1
17.956171164208758,1,1
17.955452926876628,1,1
17.953732203973914,1,1
17.951633257695097,1,1
17.937286943769166,1,1
17.933498737655732,1,1
17.922662747100375,1,1
17.891774545951428,1,1
17.882713455004325,1,1
17.87777880570155,1,1
17.871639553112036,1,1
17.866330158805244,1,1
17.86574460791475,1,1
17.858541109199894,1,1
17.84779923041475,1,1
17.84088774636766,1,1
17.840626703446567,1,1
17.839635729632466,1,1
17.83845020073105,1,1
17.83609328794779,1,1
17.831201139769885,1,1
17.80644404661786,1,1
17.801669874472278,1,1
17.790670932798708,1,1
17.788381625061277,1,1
17.77188968854515,1,1
17.766089629963233,1,1
17.76519099064333,1,1
17.763822069478902,1,1
17.762366087002018,1,1
17.757954710665338,1,1
17.754927474109653,1,1
17.73732814524115,1,1
17.731289870735065,1,1
17.72103668429436,1,1
17.71392721458105,1,1
17.706845393701535,1,1
17.700944856475253,1,1
17.689327784462307,1,1
17.68553206120916,1,1
17.683375538429992,1,1
17.68336219617065,1,1
17.679896655036096,1,1
17.678797372968045,1,1
17.675296829001933,1,1
17.67244758582439,1,1
17.65526530361337,1,1
17.65213571421191,1,1
17.64760231231822,1,1
17.646426304637256,1,1
17.64386766553967,1,1
17.64386766553967,1,1
17.63269107345869,1,1
17.627557805401654,1,1
17.627557805401654,1,1
17.624813357557784,1,1
17.605754499384783,1,1
17.597268146079312,1,1
17.593801605009897,1,1
17.590311577592253,1,1
17.583101950716046,1,1
17.576183097403888,1,1
17.57574639181218,1,1
17.575519462683733,1,1
17.575341822420732,1,1
17.57520805206136,1,1
17.572257385301256,1,1
17.570449767568203,1,1
17.568500439899108,1,1
17.566251450937113,1,1
17.537900203092168,1,1
17.5350971722219,1,1
17.530967677672688,1,1
17.528969892140122,1,1
17.525478514390525,1,1
17.50594501553243,1,1
17.505657946758966,1,1
17.50104025344004,1,1
17.50078749106945,1,1
17.488908259522745,1,1
17.480641672573203,1,1
17.480641672573203,1,1
17.475760611294792,1,1
17.47282398846387,1,1
17.468490444526307,1,1
17.46434857807665,1,1
17.462454317708506,1,1
17.458772881905933,1,1
17.451371049568717,1,1
17.45098731241964,1,1
17.449195006929575,1,1
17.449195006929575,1,1
17.446202030461713,1,1
17.44396778303459,1,1
17.44216570789432,1,1
17.44171984064782,1,1
17.413376110317497,1,1
17.40566380809388,1,1
17.403264813947732,1,1
17.403112097200715,1,1
17.40039392648532,1,1
17.395802733199954,1,1
17.394207476348807,1,1
17.387070621030627,1,1
17.377487865054686,1,1
17.374569758900304,1,1
17.372170508363478,1,1
17.367553952769182,1,1
17.364996662544254,1,0
17.364269439884435,1,1
17.362490827827585,1,1
17.360269140650626,1,1
17.35751012099308,1,1
17.353881994658373,1,1
17.352468824963662,1,1
17.350990688887105,1,1
17.34452834521542,1,1
17.339875558258033,1,1
17.33574452867071,1,1
17.329882027312348,1,1
17.329882027312348,1,1
17.327562071515626,1,1
17.327562071515626,1,1
17.31909642477811,1,1
17.31883575344885,1,0
17.31867059267622,1,1
17.31177278661787,1,1
17.311204867612638,1,1
17.30855959251399,1,1
17.30435997857304,1,1
17.30435997857304,1,1
17.296809000145235,1,1
17.292351429049045,1,1
17.289007151846345,1,1
17.2872557745476,1,1
17.282497935787664,1,1
17.275788997036894,1,1
17.266121854764297,1,1
17.26326700094872,1,1
17.257776662420984,1,1
17.256906789800095,1,1
17.251308002764585,1,1
17.251090293080715,1,1
17.245594269438975,1,1
17.240994966720855,1,1
17.237648996448257,1,1
17.233805623354208,1,1
17.225539423327234,1,1
17.223945528859584,1,1
17.220171129449707,1,1
17.218959975160487,1,1
17.215599411272162,1,1
17.2061063512341,1,1
17.20365399234075,1,1
17.185008887662388,1,1
17.185008887662388,1,1
17.182689694344308,1,1
17.18209006568603,1,1
17.18209006568603,1,1
17.18058105691086,1,1
17.171508528376133,1,1
17.16908437321484,1,1
17.16908437321484,1,1
17.166990977234178,1,1
17.154326356515043,1,1
17.153001862249244,1,1
17.128530345591205,1,1
17.128432472368804,1,1
17.124264429699288,1,1
17.115098699192263,1,1
17.115098699192263,1,1
17.10429251999712,1,1
17.103806442799595,1,1
17.093654559716764,1,1
17.08436757845214,1,1
17.073287661155856,1,1
17.07288736337892,1,1
17.06938402614838,1,1
17.059646495167982,1,1
17.0595860113114,1,1
17.056066866214785,1,1
17.051455439829777,1,1
17.050822273963124,1,1
17.04994141311482,1,1
17.04486708002653,1,1
17.043210131228147,1,1
17.04107436247173,1,1
17.04107436247173,1,1
17.015235496588456,1,1
17.012232921192563,1,1
17.00993100557595,1,1
16.999726147441113,1,1
16.99749578770875,1,1
16.971936060816894,1,1
16.97155674052404,1,1
16.970692981485097,1,1
16.964287567313587,1,1
16.947213161581388,1,1
16.918600460474412,1,1
16.914889511286187,1,1
16.901013870923116,1,1
16.89927839322043,1,1
16.888451565486562,1,1
16.883342593225468,1,1
16.88145452712303,1,1
16.872702888178047,1,1
16.872702888178047,1,1
16.870179804040156,1,1
16.863872574671166,1,1
16.862865806675266,1,1
16.83702079070662,1,1
16.83056888561887,1,1
16.829802438541975,1,1
16.828927011203238,1,1
16.8288177761636,1,1
16.81940715570201,1,1
16.817324170949092,1,1
16.812721301027473,1,1
16.81070126191913,1,1
16.808309561612266,1,1
16.789263421504426,1,1
16.789263421504426,1,1
16.785754384905253,1,1
16.7856198559954,1,1
